Multithreaded Web Crawler Started - Query: 'Stephen'
Number of threads: 20
Start Time: 2025-09-30 09:18:46
================================================================================
URL                                                Size     Time                 Code   Priority   Domain P.  Depth 
================================================================================

Fetching seed URLs for query: 'Stephen'
Found 10 seed URLs
https://www.tiktok.com/@firefox                    260983   2025-09-30 09:19:09  200    9.8658     9.9658     1     
https://octopus.com/index.html                     0        2025-09-30 09:19:10  404    9.7658     9.9658     2     
https://www.atlassian.com/index.html               0        2025-09-30 09:19:10  404    9.7658     9.9658     2     
https://newrelic.com/index.html                    0        2025-09-30 09:19:10  404    9.7658     9.9658     2     
https://sentry.io/welcome/index.html?utm_source=ev 709817   2025-09-30 09:19:11  200    9.7658     9.9658     2     
https://developer.arm.com/                         268289   2025-09-30 09:19:11  200    9.7658     9.9658     2     
https://www.figma.com/dev-mode/index.html          977192   2025-09-30 09:19:12  200    9.7658     9.9658     2     
https://jfrog.com/jfrog-and-github/index.html      0        2025-09-30 09:19:12  404    9.7658     9.9658     2     
https://www.figma.com/dev-mode/index.html          977192   2025-09-30 09:19:12  200    9.7658     9.9658     2     
https://www.atlassian.com/index.html               0        2025-09-30 09:19:12  404    9.7658     9.9658     2     
https://developer.arm.com/                         268289   2025-09-30 09:19:12  200    9.7658     9.9658     2     
https://octopus.com/index.html                     0        2025-09-30 09:19:12  404    9.7658     9.9658     2     
https://newrelic.com/index.html                    0        2025-09-30 09:19:12  404    9.7658     9.9658     2     
https://sentry.io/welcome/index.html?utm_source=ev 709817   2025-09-30 09:19:12  200    9.7658     9.9658     2     
https://www.atlassian.com/legal/privacy-policy     277042   2025-09-30 09:19:12  200    9.7658     9.9658     2     
https://policies.google.com/privacy                368441   2025-09-30 09:19:12  200    9.7658     9.9658     2     
https://www.atlassian.com/software/statuspage?utm_ 126056   2025-09-30 09:19:12  200    9.7658     9.9658     2     
https://www.atlassian.com/legal/privacy-policy     277042   2025-09-30 09:19:12  200    9.7658     9.9658     2     
https://policies.google.com/privacy                368434   2025-09-30 09:19:12  200    9.7658     9.9658     2     
https://stackoverflow.blog/labs/index.html         0        2025-09-30 09:19:12  404    9.7658     9.9658     2     
https://stackoverflow.blog/newsletter/index.html   95589    2025-09-30 09:19:12  200    9.7658     9.9658     2     
https://policies.google.com/terms                  301765   2025-09-30 09:19:12  200    9.7658     9.9658     2     
https://www.atlassian.com/legal/product-terms      216815   2025-09-30 09:19:12  200    9.7658     9.9658     2     
https://policies.google.com/terms                  301779   2025-09-30 09:19:12  200    9.7658     9.9658     2     
https://corestory.ai/index.html                    38639    2025-09-30 09:19:13  200    9.7658     9.9658     2     
https://corestory.ai/index.html                    38639    2025-09-30 09:19:13  200    9.7658     9.9658     2     
https://slack.com/oauth/v2/authorize?client_id=411 2729     2025-09-30 09:19:13  200    9.7658     9.9658     2     
https://policies.google.com/terms                  301778   2025-09-30 09:19:13  200    9.7658     9.9658     2     
https://www.atlassian.com/legal/atlassian-customer 249114   2025-09-30 09:19:13  200    9.7658     9.9658     2     
https://policies.google.com/privacy                368436   2025-09-30 09:19:13  200    9.7658     9.9658     2     
https://stackoverflow.blog/podcast/index.html      152644   2025-09-30 09:19:13  200    9.7658     9.9658     2     
https://developers.google.com/youtube              69769    2025-09-30 09:19:13  200    9.7658     9.9658     2     
https://arxiv.org/abs/2406.14497                   49573    2025-09-30 09:19:14  200    9.7658     9.9658     2     
https://jfrog.com/jfrog-and-github/index.html      0        2025-09-30 09:19:14  404    9.7658     9.9658     2     
https://marketplace.databricks.com/provider/92a292 4775     2025-09-30 09:19:14  200    9.7658     9.9658     2     
https://stackoverflow.blog/2025/06/11/why-you-need 0        2025-09-30 09:19:14  404    9.7658     9.9658     2     
https://stackoverflow.blog/2025/03/13/junky-data-i 0        2025-09-30 09:19:14  404    9.7658     9.9658     2     
https://stackoverflow.blog/2025/02/13/how-to-harne 0        2025-09-30 09:19:14  404    9.7658     9.9658     2     
https://open.spotify.com/show/0e5eoM6w7eW9Wu7wMA04 21175    2025-09-30 09:19:15  200    9.7658     9.9658     2     
https://history.stackexchange.com/questions/79441/ 229037   2025-09-30 09:19:15  200    9.7658     9.9658     2     
https://idea-instructions.com/quick-sort/index.htm 7686     2025-09-30 09:19:15  200    9.7658     9.9658     2     
https://workplace.stackexchange.com/questions/1971 252426   2025-09-30 09:19:15  200    9.7658     9.9658     2     
https://movies.stackexchange.com/questions/128415/ 164026   2025-09-30 09:19:15  200    9.7658     9.9658     2     
https://academia.stackexchange.com/questions/22141 271771   2025-09-30 09:19:15  200    9.7658     9.9658     2     
https://podcasts.apple.com/us/podcast/the-stack-ov 510210   2025-09-30 09:19:15  200    9.7658     9.9658     2     
https://overcast.fm/login                          194233   2025-09-30 09:19:16  200    9.7658     9.9658     2     
https://pocketcasts.com/podcast/the-stack-overflow 332857   2025-09-30 09:19:16  200    9.7658     9.9658     2     
https://anniemueller.com/posts/how-i-a-non-develop 98193    2025-09-30 09:19:16  200    9.7658     9.9658     2     
https://bogdanthegeek.github.io/blog/projects/vape 15565    2025-09-30 09:19:16  200    9.7658     9.9658     2     
https://thereader.mitpress.mit.edu/is-life-a-form- 0        2025-09-30 09:19:16  404    9.7658     9.9658     2     
https://lwn.net/Articles/1034603/index.html        0        2025-09-30 09:19:17  404    9.7658     9.9658     2     
https://phishyurl.com/index.html                   0        2025-09-30 09:19:17  0      9.7658     9.9658     2     
https://jcmartinez.dev/post/the-real-reasons-why-d 53528    2025-09-30 09:19:17  200    9.7658     9.9658     2     
https://spectrum.ieee.org/humanoid-robot-scaling   447855   2025-09-30 09:19:17  200    9.7658     9.9658     2     
https://www.hudsong.dev/digital-darwin             37018    2025-09-30 09:19:17  200    9.7658     9.9658     2     
https://phishyurl.com/index.html                   0        2025-09-30 09:19:17  0      9.7658     9.9658     2     
https://bogdanthegeek.github.io/blog/projects/vape 15565    2025-09-30 09:19:17  200    9.7658     9.9658     2     
https://lwn.net/Articles/1034603/index.html        0        2025-09-30 09:19:18  404    9.7658     9.9658     2     
https://www.hudsong.dev/digital-darwin             37018    2025-09-30 09:19:18  200    9.7658     9.9658     2     
https://jcmartinez.dev/post/the-real-reasons-why-d 53528    2025-09-30 09:19:18  200    9.7658     9.9658     2     
https://spectrum.ieee.org/humanoid-robot-scaling   447854   2025-09-30 09:19:18  200    9.7658     9.9658     2     
https://www.theverge.com/news/775072/rsl-standard- 501160   2025-09-30 09:19:18  200    9.7658     9.9658     2     
https://www.theverge.com/news/775072/rsl-standard- 501160   2025-09-30 09:19:18  200    9.7658     9.9658     2     
https://thereader.mitpress.mit.edu/is-life-a-form- 0        2025-09-30 09:19:18  404    9.7658     9.9658     2     
https://mathoverflow.net/questions/500930/my-disse 163442   2025-09-30 09:19:18  200    9.7658     9.9658     2     
https://mathoverflow.net/index.html                0        2025-09-30 09:19:18  404    9.7658     9.9658     2     
https://superuser.com/index.html                   0        2025-09-30 09:19:18  404    9.7658     9.9658     2     
https://serverfault.com/index.html                 0        2025-09-30 09:19:18  404    9.7658     9.9658     2     
https://mathoverflow.net/index.html                0        2025-09-30 09:19:18  404    9.7658     9.9658     2     
https://superuser.com/index.html                   0        2025-09-30 09:19:18  404    9.7658     9.9658     2     
https://askubuntu.com/index.html                   0        2025-09-30 09:19:18  404    9.7658     9.9658     2     
https://mathoverflow.net/users/172799/daniel-sebal 119044   2025-09-30 09:19:18  200    9.7658     9.9658     2     
https://mathoverflow.net/questions/500930/my-disse 163443   2025-09-30 09:19:18  200    9.7658     9.9658     2     
https://mathoverflow.net/questions/501022/is-every 103474   2025-09-30 09:19:18  200    9.7658     9.9658     2     
